sample_id,speaker,sample_number,audio_path,blendshape_path,phoneme_path,word_alignment_path,text,duration_sec,n_frames,fps,split_type,split,mapped_transcript_number
spk04_058,spk04,58,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_058.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_058.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_058.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_058.txt,Trebalo bi da pokupim sve od tebe.,4.778321995464853,284,60,natural,train,
spk04_059,spk04,59,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_059.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_059.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_059.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_059.txt,Koža mu beše ogrubela od oštrog sapuna i tupih brijača.,7.2103174603174605,432,60,natural,train,
spk04_060,spk04,60,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_060.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_060.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_060.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_060.txt,Predsednik republike raspolaže reprezentativnim ovlašćenjima.,5.908979591836735,352,60,natural,val,
spk04_061,spk04,61,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_061.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_061.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_061.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_061.txt,Beogradski Centar za marketing sproveo je istraživanje javnog mnjenja.,6.826326530612245,407,60,natural,train,
spk04_062,spk04,62,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_062.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_062.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_062.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_062.txt,Po njenom disanju bilo je jasno da je ponovo zapadala u san.,6.655646258503402,398,60,natural,train,
spk04_063,spk04,63,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_063.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_063.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_063.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_063.txt,Verovatno ćemo vremenom raditi više algoritama.,5.908979591836735,353,60,natural,train,
spk04_064,spk04,64,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_064.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_064.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_064.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_064.txt,Vodostaj Dunava kod Novog Sada i dalje u opadanju.,5.524988662131519,330,60,natural,train,
spk04_065,spk04,65,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_065.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_065.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_065.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_065.txt,Ponavljanje je majka učenja.,4.351655328798186,259,60,natural,train,
spk04_066,spk04,66,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_066.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_066.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_066.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_066.txt,Dugačak kapetanov sto bio je pretrpan izvrsnom hranom.,6.100997732426304,364,60,natural,train,
spk04_067,spk04,67,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_067.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_067.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_067.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_067.txt,Ništa ovde nije bilo razumno.,4.522312925170068,269,60,natural,train,
spk04_068,spk04,68,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_068.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_068.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_068.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_068.txt,Uzvratila mu je poljubac sa istinskom nežnošću.,6.2076643990929705,371,60,natural,train,
spk04_069,spk04,69,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_069.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_069.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_069.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_069.txt,Video je glatki zid od plavičastog leda.,5.567664399092971,332,60,natural,train,
spk04_070,spk04,70,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_070.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_070.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_070.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_070.txt,Sutra oko četrnaest časova ću doći do laboratorije.,6.058321995464852,362,60,natural,train,
spk04_071,spk04,71,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_071.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_071.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_071.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_071.txt,Ova tehnika stara je više od jednog milenijuma.,5.5463265306122445,332,60,natural,train,
spk04_072,spk04,72,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_072.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_072.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_072.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_072.txt,On je upravo dosegao njenu spoljnu ivicu.,5.311655328798186,316,60,natural,train,
spk04_073,spk04,73,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_073.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_073.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_073.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_073.txt,To je predstavljalo veliki psihološki udarac.,5.119659863945579,306,60,natural,train,
spk04_074,spk04,74,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_074.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_074.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_074.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_074.txt,Prostorija s krevetom pokrivenim belom zastirkom.,6.015646258503401,359,60,natural,train,
spk04_075,spk04,75,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_075.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_075.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_075.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_075.txt,Obazro se po razrušenoj i polomljenoj sobi.,5.034331065759638,301,60,natural,train,
spk04_076,spk04,76,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_076.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_076.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_076.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_076.txt,To je najbolja stvar koju čovek može da nauči.,5.482312925170068,328,60,natural,train,
spk04_077,spk04,77,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_077.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_077.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_077.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_077.txt,"To je važno, kako na kvalitetnom, tako i na psihološkom planu.",6.740997732426304,403,60,natural,train,
spk04_078,spk04,78,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_078.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_078.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_078.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_078.txt,U životu su bili tako bliski i dragi.,4.714331065759637,281,60,natural,train,
spk04_079,spk04,79,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_079.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_079.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_079.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_079.txt,Radovan bi trebalo da uračuna i vreme provedeno na sastancima.,6.3783219954648525,380,60,natural,train,
spk04_080,spk04,80,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_080.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_080.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_080.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_080.txt,Mačak je po tom pitanju delovao veoma neodlučno.,6.122312925170068,366,60,natural,train,
spk04_081,spk04,81,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_081.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_081.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_081.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_081.txt,Američki bokser je posle strašnog krošea završio na podu.,6.676984126984127,398,60,natural,train,
spk04_082,spk04,82,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_082.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_082.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_082.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_082.txt,Ovim istraživanjem je ispitivana i rasprostranjenost straha kod zaposlenih.,7.188979591836735,430,60,natural,train,
spk04_083,spk04,83,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_083.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_083.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_083.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_083.txt,Najbolje je ne tražiti više od toga.,4.372993197278912,259,60,natural,train,
spk04_084,spk04,84,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_084.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_084.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_084.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_084.txt,Referentkinja ju je oštro ispravila.,4.180997732426304,249,60,natural,train,
spk04_085,spk04,85,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_085.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_085.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_085.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_085.txt,Svetlo na semaforu može biti ili crveno ili zeleno.,6.463650793650793,387,60,natural,val,
spk04_086,spk04,86,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_086.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_086.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_086.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_086.txt,Slušamo muziku i uživamo uz limunadu.,5.226326530612245,313,60,natural,train,
spk04_087,spk04,87,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_087.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_087.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_087.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_087.txt,Što racionalnije i što pravilnije ću izvršiti posao!,6.1649886621315195,369,60,natural,train,
spk04_088,spk04,88,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_088.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_088.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_088.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_088.txt,Nadležne službe intenzivno rade na eventualnom skraćenju vojnog roka.,7.103650793650794,425,60,natural,val,
spk04_089,spk04,89,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_089.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_089.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_089.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_089.txt,Nekoliko sekundi utonuli su u tišinu.,4.522312925170068,270,60,natural,train,
spk04_090,spk04,90,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_090.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_090.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_090.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_090.txt,U raspravi je podnet velik broj amandmana na predlog zakona.,6.463650793650793,386,60,natural,train,
spk04_091,spk04,91,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_091.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_091.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_091.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_091.txt,"U svetu mašte u kome ste trenutno, sve fantastično funkcioniše.",8.468979591836735,506,60,natural,train,
spk04_092,spk04,92,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_092.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_092.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_092.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_092.txt,Pokažimo pred celim svetom da religija nikada ne sme da postane uzrok konflikta.,7.295646258503401,435,60,natural,train,
spk04_093,spk04,93,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_093.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_093.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_093.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_093.txt,Kako poslati željenu poruku?,3.9676643990929703,236,60,natural,train,
spk04_094,spk04,94,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_094.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_094.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_094.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_094.txt,Moramo početi da radimo nešto za boljitak svih koji ovde žive.,6.719659863945578,400,60,natural,train,
spk04_095,spk04,95,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_095.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_095.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_095.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_095.txt,Istakni svoju ličnost u što povoljnijoj svetlosti.,6.527664399092971,390,60,natural,train,
spk04_096,spk04,96,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_096.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_096.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_096.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_096.txt,Oni u svojim filmovima nastoje da izgrade imidž velikih i hrabrih ličnosti.,7.828979591836735,467,60,natural,train,
spk04_097,spk04,97,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_097.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_097.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_097.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_097.txt,Cilj istraživanja bio je da se utvrdi stepen slaganja zaposlenih sa privatizacijom.,8.426326530612245,504,60,natural,train,
spk04_098,spk04,98,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_098.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_098.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_098.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_098.txt,To nije pomoglo odžačaru da reši problem.,4.97031746031746,297,60,natural,val,
spk04_099,spk04,99,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_099.wav,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\spk04_blendshapes\renamed_spk04\spk04_099.csv,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_phoneme\spk04_099.txt,C:\Users\Administrator\Documents\govorne tehnologije\data\extracted\labels_labels_aligned_20260514t123526z_3_001\labels_aligned\labels_aligned\per_word\spk04_099.txt,Možda on još nije stigao da pošalje pismo.,5.482312925170068,328,60,natural,train,
